CustomerID,CustomerName,OrderID,Cost,MenuID,Course,Starter
09-427-8083,"Darby McLae",68-226-7897,320.00,59,Pizza,Falafel
09-463-4222,"Livvyy Grombridge",35-907-6473,168.27,16,Kabasa,"Tomato bread"
09-463-4222,"Livvyy Grombridge",35-907-6473,190.00,16,Kabasa,"Tomato bread"
09-463-4222,"Livvyy Grombridge",35-907-6473,310.00,16,Kabasa,"Tomato bread"
09-463-4222,"Livvyy Grombridge",35-907-6473,320.00,16,Kabasa,"Tomato bread"
09-463-4222,"Livvyy Grombridge",35-907-6473,168.27,16,Kabasa,"Tomato bread"
09-463-4222,"Livvyy Grombridge",35-907-6473,190.00,16,Kabasa,"Tomato bread"
09-463-4222,"Livvyy Grombridge",35-907-6473,310.00,16,Kabasa,"Tomato bread"
09-463-4222,"Livvyy Grombridge",35-907-6473,320.00,16,Kabasa,"Tomato bread"
09-488-5773,"Melloney Schimke",15-307-8168,225.00,2,"Bean soup",Flatbread
09-488-5773,"Melloney Schimke",15-307-8168,210.00,2,"Bean soup",Flatbread
09-488-5773,"Melloney Schimke",15-307-8168,220.00,2,"Bean soup",Flatbread
09-488-5773,"Melloney Schimke",15-307-8168,235.00,2,"Bean soup",Flatbread
09-488-5773,"Melloney Schimke",15-307-8168,225.00,2,"Bean soup",Flatbread
09-488-5773,"Melloney Schimke",15-307-8168,210.00,2,"Bean soup",Flatbread
09-488-5773,"Melloney Schimke",15-307-8168,220.00,2,"Bean soup",Flatbread
09-488-5773,"Melloney Schimke",15-307-8168,235.00,2,"Bean soup",Flatbread
09-563-6732,"Everard Trasler",02-699-8406,310.00,24,"Greek salad",Hummus
09-563-6732,"Everard Trasler",02-699-8406,320.00,24,"Greek salad",Hummus
09-563-6732,"Everard Trasler",02-699-8406,168.27,24,"Greek salad",Hummus
09-563-6732,"Everard Trasler",02-699-8406,190.00,24,"Greek salad",Hummus
09-563-6732,"Everard Trasler",02-699-8406,310.00,24,"Greek salad",Hummus
09-563-6732,"Everard Trasler",02-699-8406,320.00,24,"Greek salad",Hummus
09-563-6732,"Everard Trasler",02-699-8406,168.27,24,"Greek salad",Hummus
09-563-6732,"Everard Trasler",02-699-8406,190.00,24,"Greek salad",Hummus
09-685-7250,"Ally McBrearty",10-030-5503,168.27,27,Kabasa,Minestrone
09-685-7250,"Ally McBrearty",10-030-5503,190.00,27,Kabasa,Minestrone
09-685-7250,"Ally McBrearty",10-030-5503,310.00,27,Kabasa,Minestrone
09-685-7250,"Ally McBrearty",10-030-5503,320.00,27,Kabasa,Minestrone
09-685-7250,"Ally McBrearty",10-030-5503,168.27,27,Kabasa,Minestrone
09-685-7250,"Ally McBrearty",10-030-5503,190.00,27,Kabasa,Minestrone
09-685-7250,"Ally McBrearty",10-030-5503,310.00,27,Kabasa,Minestrone
09-685-7250,"Ally McBrearty",10-030-5503,320.00,27,Kabasa,Minestrone
09-688-8521,"Arthur Mathewson",87-599-0366,320.00,1,"Greek salad",Olives
09-688-8521,"Arthur Mathewson",87-599-0366,168.27,1,"Greek salad",Olives
09-688-8521,"Arthur Mathewson",87-599-0366,190.00,1,"Greek salad",Olives
09-688-8521,"Arthur Mathewson",87-599-0366,310.00,1,"Greek salad",Olives
09-688-8521,"Arthur Mathewson",87-599-0366,320.00,1,"Greek salad",Olives
09-688-8521,"Arthur Mathewson",87-599-0366,168.27,1,"Greek salad",Olives
09-688-8521,"Arthur Mathewson",87-599-0366,190.00,1,"Greek salad",Olives
09-710-7305,"Pincas Stearn",82-639-1298,190.00,5,Kabasa,Falafel
09-710-7305,"Pincas Stearn",82-639-1298,310.00,5,Kabasa,Falafel
09-710-7305,"Pincas Stearn",82-639-1298,320.00,5,Kabasa,Falafel
09-710-7305,"Pincas Stearn",82-639-1298,168.27,5,Kabasa,Falafel
09-710-7305,"Pincas Stearn",82-639-1298,190.00,5,Kabasa,Falafel
09-710-7305,"Pincas Stearn",82-639-1298,310.00,5,Kabasa,Falafel
09-710-7305,"Pincas Stearn",82-639-1298,320.00,5,Kabasa,Falafel
09-732-9826,"Annice Maxworthy",10-621-7662,225.00,2,"Bean soup",Flatbread
09-732-9826,"Annice Maxworthy",10-621-7662,210.00,2,"Bean soup",Flatbread
09-732-9826,"Annice Maxworthy",10-621-7662,220.00,2,"Bean soup",Flatbread
09-732-9826,"Annice Maxworthy",10-621-7662,235.00,2,"Bean soup",Flatbread
09-732-9826,"Annice Maxworthy",10-621-7662,225.00,2,"Bean soup",Flatbread
09-732-9826,"Annice Maxworthy",10-621-7662,210.00,2,"Bean soup",Flatbread
09-732-9826,"Annice Maxworthy",10-621-7662,220.00,2,"Bean soup",Flatbread
09-799-7986,"Evelyn Serrier",18-136-6969,225.00,47,"Bean soup",Falafel
09-799-7986,"Evelyn Serrier",18-136-6969,210.00,47,"Bean soup",Falafel
09-799-7986,"Evelyn Serrier",18-136-6969,220.00,47,"Bean soup",Falafel
09-799-7986,"Evelyn Serrier",18-136-6969,235.00,47,"Bean soup",Falafel
09-799-7986,"Evelyn Serrier",18-136-6969,225.00,47,"Bean soup",Falafel
09-799-7986,"Evelyn Serrier",18-136-6969,210.00,47,"Bean soup",Falafel
09-799-7986,"Evelyn Serrier",18-136-6969,220.00,47,"Bean soup",Falafel
09-888-3706,"Kipp Coulling",74-564-7314,320.00,33,Kabasa,Minestrone
09-888-3706,"Kipp Coulling",74-564-7314,168.27,33,Kabasa,Minestrone
09-888-3706,"Kipp Coulling",74-564-7314,190.00,33,Kabasa,Minestrone
09-888-3706,"Kipp Coulling",74-564-7314,310.00,33,Kabasa,Minestrone
09-888-3706,"Kipp Coulling",74-564-7314,320.00,33,Kabasa,Minestrone
09-888-3706,"Kipp Coulling",74-564-7314,168.27,33,Kabasa,Minestrone
09-888-3706,"Kipp Coulling",74-564-7314,190.00,33,Kabasa,Minestrone
09-974-0828,"Cornall Pimlock",92-487-3562,225.00,2,"Bean soup",Flatbread
09-974-0828,"Cornall Pimlock",92-487-3562,210.00,2,"Bean soup",Flatbread
09-974-0828,"Cornall Pimlock",92-487-3562,220.00,2,"Bean soup",Flatbread
09-974-0828,"Cornall Pimlock",92-487-3562,235.00,2,"Bean soup",Flatbread
09-974-0828,"Cornall Pimlock",92-487-3562,225.00,2,"Bean soup",Flatbread
09-974-0828,"Cornall Pimlock",92-487-3562,210.00,2,"Bean soup",Flatbread
09-974-0828,"Cornall Pimlock",92-487-3562,220.00,2,"Bean soup",Flatbread
09-974-0828,"Cornall Pimlock",92-487-3562,235.00,2,"Bean soup",Flatbread
10-047-1960,"Isidro Chelam",74-776-4460,310.00,18,"Greek salad",Hummus
10-047-1960,"Isidro Chelam",74-776-4460,320.00,18,"Greek salad",Hummus
10-047-1960,"Isidro Chelam",74-776-4460,168.27,18,"Greek salad",Hummus
10-047-1960,"Isidro Chelam",74-776-4460,190.00,18,"Greek salad",Hummus
10-047-1960,"Isidro Chelam",74-776-4460,310.00,18,"Greek salad",Hummus
10-047-1960,"Isidro Chelam",74-776-4460,320.00,18,"Greek salad",Hummus
10-047-1960,"Isidro Chelam",74-776-4460,168.27,18,"Greek salad",Hummus
10-047-1960,"Isidro Chelam",74-776-4460,190.00,18,"Greek salad",Hummus
10-196-1743,"Steven Cornbell",87-535-8388,210.00,58,"Bean soup","Tomato bread"
10-196-1743,"Steven Cornbell",87-535-8388,220.00,58,"Bean soup","Tomato bread"
10-196-1743,"Steven Cornbell",87-535-8388,235.00,58,"Bean soup","Tomato bread"
10-196-1743,"Steven Cornbell",87-535-8388,225.00,58,"Bean soup","Tomato bread"
10-196-1743,"Steven Cornbell",87-535-8388,210.00,58,"Bean soup","Tomato bread"
10-196-1743,"Steven Cornbell",87-535-8388,220.00,58,"Bean soup","Tomato bread"
10-196-1743,"Steven Cornbell",87-535-8388,235.00,58,"Bean soup","Tomato bread"
10-196-1743,"Steven Cornbell",87-535-8388,225.00,58,"Bean soup","Tomato bread"
10-341-4047,"Sheilah Maestro",80-076-4032,310.00,7,"Greek salad",Olives
10-341-4047,"Sheilah Maestro",80-076-4032,190.00,7,"Greek salad",Olives
10-341-4047,"Sheilah Maestro",80-076-4032,310.00,7,"Greek salad",Olives
10-341-4047,"Sheilah Maestro",80-076-4032,320.00,7,"Greek salad",Olives
10-341-4047,"Sheilah Maestro",80-076-4032,168.27,7,"Greek salad",Olives
10-341-4047,"Sheilah Maestro",80-076-4032,190.00,7,"Greek salad",Olives
10-341-4047,"Sheilah Maestro",80-076-4032,310.00,7,"Greek salad",Olives
10-341-4047,"Sheilah Maestro",80-076-4032,320.00,7,"Greek salad",Olives
10-483-3261,"Heida Bohden",24-678-5042,225.00,21,Carbonara,Minestrone
10-483-3261,"Heida Bohden",24-678-5042,210.00,21,Carbonara,Minestrone
10-483-3261,"Heida Bohden",24-678-5042,220.00,21,Carbonara,Minestrone
10-483-3261,"Heida Bohden",24-678-5042,235.00,21,Carbonara,Minestrone
10-483-3261,"Heida Bohden",24-678-5042,225.00,21,Carbonara,Minestrone
10-483-3261,"Heida Bohden",24-678-5042,210.00,21,Carbonara,Minestrone
10-483-3261,"Heida Bohden",24-678-5042,220.00,21,Carbonara,Minestrone
10-483-3261,"Heida Bohden",24-678-5042,235.00,21,Carbonara,Minestrone
10-502-1445,"Aurie Unthank",09-896-5300,168.27,24,"Greek salad",Hummus
10-502-1445,"Aurie Unthank",09-896-5300,190.00,24,"Greek salad",Hummus
10-502-1445,"Aurie Unthank",09-896-5300,310.00,24,"Greek salad",Hummus
10-502-1445,"Aurie Unthank",09-896-5300,320.00,24,"Greek salad",Hummus
10-502-1445,"Aurie Unthank",09-896-5300,168.27,24,"Greek salad",Hummus
10-502-1445,"Aurie Unthank",09-896-5300,190.00,24,"Greek salad",Hummus
10-502-1445,"Aurie Unthank",09-896-5300,310.00,24,"Greek salad",Hummus
10-502-1445,"Aurie Unthank",09-896-5300,320.00,24,"Greek salad",Hummus
10-534-1630,"Cissiee Gobeau",87-820-2746,225.00,54,Carbonara,Hummus
10-534-1630,"Cissiee Gobeau",87-820-2746,210.00,54,Carbonara,Hummus
10-534-1630,"Cissiee Gobeau",87-820-2746,220.00,54,Carbonara,Hummus
10-534-1630,"Cissiee Gobeau",87-820-2746,235.00,54,Carbonara,Hummus
10-534-1630,"Cissiee Gobeau",87-820-2746,225.00,54,Carbonara,Hummus
10-534-1630,"Cissiee Gobeau",87-820-2746,210.00,54,Carbonara,Hummus
10-534-1630,"Cissiee Gobeau",87-820-2746,220.00,54,Carbonara,Hummus
10-921-5699,"Viviyan Lantiff",77-561-4347,168.27,27,Kabasa,Minestrone
10-921-5699,"Viviyan Lantiff",77-561-4347,190.00,27,Kabasa,Minestrone
10-921-5699,"Viviyan Lantiff",77-561-4347,310.00,27,Kabasa,Minestrone
10-921-5699,"Viviyan Lantiff",77-561-4347,320.00,27,Kabasa,Minestrone
10-921-5699,"Viviyan Lantiff",77-561-4347,168.27,27,Kabasa,Minestrone
10-921-5699,"Viviyan Lantiff",77-561-4347,190.00,27,Kabasa,Minestrone
10-921-5699,"Viviyan Lantiff",77-561-4347,310.00,27,Kabasa,Minestrone
10-921-5699,"Viviyan Lantiff",77-561-4347,320.00,27,Kabasa,Minestrone
10-972-8681,"Abigail Struis",85-463-0651,235.00,45,Shwarma,Minestrone
10-972-8681,"Abigail Struis",85-463-0651,225.00,45,Shwarma,Minestrone
10-972-8681,"Abigail Struis",85-463-0651,210.00,45,Shwarma,Minestrone
10-972-8681,"Abigail Struis",85-463-0651,220.00,45,Shwarma,Minestrone
10-972-8681,"Abigail Struis",85-463-0651,235.00,45,Shwarma,Minestrone
10-972-8681,"Abigail Struis",85-463-0651,225.00,45,Shwarma,Minestrone
10-972-8681,"Abigail Struis",85-463-0651,210.00,45,Shwarma,Minestrone
11-127-1413,"Cirillo Creamen",64-141-5718,168.27,46,"Greek salad","Tomato bread"
11-127-1413,"Cirillo Creamen",64-141-5718,190.00,46,"Greek salad","Tomato bread"
11-127-1413,"Cirillo Creamen",64-141-5718,310.00,46,"Greek salad","Tomato bread"
11-127-1413,"Cirillo Creamen",64-141-5718,320.00,46,"Greek salad","Tomato bread"
11-127-1413,"Cirillo Creamen",64-141-5718,168.27,46,"Greek salad","Tomato bread"
11-127-1413,"Cirillo Creamen",64-141-5718,190.00,46,"Greek salad","Tomato bread"
11-127-1413,"Cirillo Creamen",64-141-5718,310.00,46,"Greek salad","Tomato bread"
11-253-6502,"Salvidor Francesch",00-451-8857,225.00,10,Carbonara,"Tomato bread"
11-253-6502,"Salvidor Francesch",00-451-8857,210.00,10,Carbonara,"Tomato bread"
11-253-6502,"Salvidor Francesch",00-451-8857,220.00,10,Carbonara,"Tomato bread"
11-253-6502,"Salvidor Francesch",00-451-8857,235.00,10,Carbonara,"Tomato bread"
11-253-6502,"Salvidor Francesch",00-451-8857,225.00,10,Carbonara,"Tomato bread"
11-253-6502,"Salvidor Francesch",00-451-8857,210.00,10,Carbonara,"Tomato bread"
11-253-6502,"Salvidor Francesch",00-451-8857,220.00,10,Carbonara,"Tomato bread"
11-253-6502,"Salvidor Francesch",00-451-8857,235.00,10,Carbonara,"Tomato bread"
11-402-7555,"Anjela Shobrook",57-683-6723,320.00,57,"Greek salad",Minestrone
11-402-7555,"Anjela Shobrook",57-683-6723,168.27,57,"Greek salad",Minestrone
11-402-7555,"Anjela Shobrook",57-683-6723,190.00,57,"Greek salad",Minestrone
11-402-7555,"Anjela Shobrook",57-683-6723,310.00,57,"Greek salad",Minestrone
11-402-7555,"Anjela Shobrook",57-683-6723,320.00,57,"Greek salad",Minestrone
11-402-7555,"Anjela Shobrook",57-683-6723,168.27,57,"Greek salad",Minestrone
11-402-7555,"Anjela Shobrook",57-683-6723,190.00,57,"Greek salad",Minestrone
11-402-7555,"Anjela Shobrook",57-683-6723,310.00,57,"Greek salad",Minestrone
11-447-6901,"Launce Sowerbutts",60-725-6733,168.27,18,"Greek salad",Hummus
11-447-6901,"Launce Sowerbutts",60-725-6733,190.00,18,"Greek salad",Hummus
11-447-6901,"Launce Sowerbutts",60-725-6733,310.00,18,"Greek salad",Hummus
11-447-6901,"Launce Sowerbutts",60-725-6733,320.00,18,"Greek salad",Hummus
11-447-6901,"Launce Sowerbutts",60-725-6733,168.27,18,"Greek salad",Hummus
11-447-6901,"Launce Sowerbutts",60-725-6733,190.00,18,"Greek salad",Hummus
11-447-6901,"Launce Sowerbutts",60-725-6733,310.00,18,"Greek salad",Hummus
11-447-6901,"Launce Sowerbutts",60-725-6733,320.00,18,"Greek salad",Hummus
11-549-7666,"Jessalin Dimitriades",91-690-3480,225.00,47,"Bean soup",Falafel
11-549-7666,"Jessalin Dimitriades",91-690-3480,210.00,47,"Bean soup",Falafel
11-549-7666,"Jessalin Dimitriades",91-690-3480,220.00,47,"Bean soup",Falafel
11-549-7666,"Jessalin Dimitriades",91-690-3480,235.00,47,"Bean soup",Falafel
11-549-7666,"Jessalin Dimitriades",91-690-3480,225.00,47,"Bean soup",Falafel
11-549-7666,"Jessalin Dimitriades",91-690-3480,210.00,47,"Bean soup",Falafel
11-549-7666,"Jessalin Dimitriades",91-690-3480,220.00,47,"Bean soup",Falafel
11-549-7666,"Jessalin Dimitriades",91-690-3480,235.00,47,"Bean soup",Falafel
11-586-9495,"Debbie Noteyoung",43-634-6121,225.00,17,Shwarma,Falafel
11-586-9495,"Debbie Noteyoung",43-634-6121,210.00,17,Shwarma,Falafel
11-586-9495,"Debbie Noteyoung",43-634-6121,220.00,17,Shwarma,Falafel
11-586-9495,"Debbie Noteyoung",43-634-6121,235.00,17,Shwarma,Falafel
11-586-9495,"Debbie Noteyoung",43-634-6121,225.00,17,Shwarma,Falafel
11-586-9495,"Debbie Noteyoung",43-634-6121,210.00,17,Shwarma,Falafel
11-586-9495,"Debbie Noteyoung",43-634-6121,220.00,17,Shwarma,Falafel
11-586-9495,"Debbie Noteyoung",43-634-6121,235.00,17,Shwarma,Falafel
11-687-7365,"Lance Cheatle",95-935-6126,225.00,4,Carbonara,"Tomato bread"
11-687-7365,"Lance Cheatle",95-935-6126,210.00,4,Carbonara,"Tomato bread"
11-687-7365,"Lance Cheatle",95-935-6126,220.00,4,Carbonara,"Tomato bread"
11-687-7365,"Lance Cheatle",95-935-6126,235.00,4,Carbonara,"Tomato bread"
11-687-7365,"Lance Cheatle",95-935-6126,225.00,4,Carbonara,"Tomato bread"
11-687-7365,"Lance Cheatle",95-935-6126,210.00,4,Carbonara,"Tomato bread"
11-687-7365,"Lance Cheatle",95-935-6126,220.00,4,Carbonara,"Tomato bread"
11-687-7365,"Lance Cheatle",95-935-6126,235.00,4,Carbonara,"Tomato bread"
12-123-6838,"Read Trusty",81-109-8738,225.00,15,Carbonara,Minestrone
12-123-6838,"Read Trusty",81-109-8738,210.00,15,Carbonara,Minestrone
12-123-6838,"Read Trusty",81-109-8738,220.00,15,Carbonara,Minestrone
12-123-6838,"Read Trusty",81-109-8738,235.00,15,Carbonara,Minestrone
12-123-6838,"Read Trusty",81-109-8738,225.00,15,Carbonara,Minestrone
12-123-6838,"Read Trusty",81-109-8738,210.00,15,Carbonara,Minestrone
12-123-6838,"Read Trusty",81-109-8738,220.00,15,Carbonara,Minestrone
12-123-6838,"Read Trusty",81-109-8738,235.00,15,Carbonara,Minestrone
12-180-4369,"Gearard Rowston",88-109-5070,190.00,46,"Greek salad","Tomato bread"
12-180-4369,"Gearard Rowston",88-109-5070,310.00,46,"Greek salad","Tomato bread"
12-180-4369,"Gearard Rowston",88-109-5070,320.00,46,"Greek salad","Tomato bread"
12-180-4369,"Gearard Rowston",88-109-5070,168.27,46,"Greek salad","Tomato bread"
12-180-4369,"Gearard Rowston",88-109-5070,190.00,46,"Greek salad","Tomato bread"
12-180-4369,"Gearard Rowston",88-109-5070,310.00,46,"Greek salad","Tomato bread"
12-180-4369,"Gearard Rowston",88-109-5070,320.00,46,"Greek salad","Tomato bread"
12-210-8916,"Lorette Golsthorp",53-430-9568,220.00,2,"Bean soup",Flatbread
12-210-8916,"Lorette Golsthorp",53-430-9568,235.00,2,"Bean soup",Flatbread
12-210-8916,"Lorette Golsthorp",53-430-9568,225.00,2,"Bean soup",Flatbread
12-210-8916,"Lorette Golsthorp",53-430-9568,210.00,2,"Bean soup",Flatbread
12-210-8916,"Lorette Golsthorp",53-430-9568,220.00,2,"Bean soup",Flatbread
12-210-8916,"Lorette Golsthorp",53-430-9568,235.00,2,"Bean soup",Flatbread
12-210-8916,"Lorette Golsthorp",53-430-9568,225.00,2,"Bean soup",Flatbread
12-472-1799,"Elfrieda Umbers",87-976-0252,168.27,18,"Greek salad",Hummus
12-472-1799,"Elfrieda Umbers",87-976-0252,190.00,18,"Greek salad",Hummus
12-472-1799,"Elfrieda Umbers",87-976-0252,310.00,18,"Greek salad",Hummus
12-472-1799,"Elfrieda Umbers",87-976-0252,320.00,18,"Greek salad",Hummus
12-472-1799,"Elfrieda Umbers",87-976-0252,168.27,18,"Greek salad",Hummus
12-472-1799,"Elfrieda Umbers",87-976-0252,190.00,18,"Greek salad",Hummus
12-472-1799,"Elfrieda Umbers",87-976-0252,310.00,18,"Greek salad",Hummus
12-472-1799,"Elfrieda Umbers",87-976-0252,320.00,18,"Greek salad",Hummus
12-510-9183,"Barby Noell",97-039-9333,210.00,63,"Bean soup",Minestrone
12-510-9183,"Barby Noell",97-039-9333,220.00,63,"Bean soup",Minestrone
12-510-9183,"Barby Noell",97-039-9333,235.00,63,"Bean soup",Minestrone
12-510-9183,"Barby Noell",97-039-9333,225.00,63,"Bean soup",Minestrone
12-510-9183,"Barby Noell",97-039-9333,210.00,63,"Bean soup",Minestrone
12-510-9183,"Barby Noell",97-039-9333,220.00,63,"Bean soup",Minestrone
12-510-9183,"Barby Noell",97-039-9333,235.00,63,"Bean soup",Minestrone
12-510-9183,"Barby Noell",97-039-9333,225.00,63,"Bean soup",Minestrone
12-760-8688,"Bonnee Keller",89-535-2329,168.27,55,Kabasa,Olives
12-760-8688,"Bonnee Keller",89-535-2329,190.00,55,Kabasa,Olives
12-760-8688,"Bonnee Keller",89-535-2329,310.00,55,Kabasa,Olives
12-760-8688,"Bonnee Keller",89-535-2329,320.00,55,Kabasa,Olives
12-760-8688,"Bonnee Keller",89-535-2329,168.27,55,Kabasa,Olives
12-760-8688,"Bonnee Keller",89-535-2329,190.00,55,Kabasa,Olives
12-760-8688,"Bonnee Keller",89-535-2329,310.00,55,Kabasa,Olives
12-760-8688,"Bonnee Keller",89-535-2329,320.00,55,Kabasa,Olives
12-982-1679,"Ondrea Keyser",12-605-1676,190.00,1,"Greek salad",Olives
12-982-1679,"Ondrea Keyser",12-605-1676,310.00,1,"Greek salad",Olives
12-982-1679,"Ondrea Keyser",12-605-1676,320.00,1,"Greek salad",Olives
12-982-1679,"Ondrea Keyser",12-605-1676,168.27,1,"Greek salad",Olives
12-982-1679,"Ondrea Keyser",12-605-1676,190.00,1,"Greek salad",Olives
12-982-1679,"Ondrea Keyser",12-605-1676,310.00,1,"Greek salad",Olives
12-982-1679,"Ondrea Keyser",12-605-1676,320.00,1,"Greek salad",Olives
13-027-0249,"Mattie Winyard",68-473-3919,210.00,67,Shwarma,Olives
13-027-0249,"Mattie Winyard",68-473-3919,220.00,67,Shwarma,Olives
13-027-0249,"Mattie Winyard",68-473-3919,235.00,67,Shwarma,Olives
13-027-0249,"Mattie Winyard",68-473-3919,225.00,67,Shwarma,Olives
13-027-0249,"Mattie Winyard",68-473-3919,210.00,67,Shwarma,Olives
13-027-0249,"Mattie Winyard",68-473-3919,220.00,67,Shwarma,Olives
13-027-0249,"Mattie Winyard",68-473-3919,235.00,67,Shwarma,Olives
13-027-0249,"Mattie Winyard",68-473-3919,225.00,67,Shwarma,Olives
13-040-2063,"Karissa Sancraft",53-322-3671,168.27,72,Kabasa,Hummus
13-040-2063,"Karissa Sancraft",53-322-3671,190.00,72,Kabasa,Hummus
13-040-2063,"Karissa Sancraft",53-322-3671,310.00,72,Kabasa,Hummus
13-040-2063,"Karissa Sancraft",53-322-3671,320.00,72,Kabasa,Hummus
13-040-2063,"Karissa Sancraft",53-322-3671,168.27,72,Kabasa,Hummus
13-040-2063,"Karissa Sancraft",53-322-3671,190.00,72,Kabasa,Hummus
13-040-2063,"Karissa Sancraft",53-322-3671,310.00,72,Kabasa,Hummus
13-051-6609,"Celle Oller",71-516-9998,168.27,25,Pizza,Olives
13-051-6609,"Celle Oller",71-516-9998,190.00,25,Pizza,Olives
13-051-6609,"Celle Oller",71-516-9998,310.00,25,Pizza,Olives
13-051-6609,"Celle Oller",71-516-9998,320.00,25,Pizza,Olives
13-051-6609,"Celle Oller",71-516-9998,168.27,25,Pizza,Olives
13-051-6609,"Celle Oller",71-516-9998,190.00,25,Pizza,Olives
13-051-6609,"Celle Oller",71-516-9998,310.00,25,Pizza,Olives
13-051-6609,"Celle Oller",71-516-9998,320.00,25,Pizza,Olives
13-132-4970,"Kalindi Ryman",31-576-8678,320.00,66,Kabasa,Hummus
13-132-4970,"Kalindi Ryman",31-576-8678,168.27,66,Kabasa,Hummus
13-132-4970,"Kalindi Ryman",31-576-8678,190.00,66,Kabasa,Hummus
13-132-4970,"Kalindi Ryman",31-576-8678,310.00,66,Kabasa,Hummus
13-132-4970,"Kalindi Ryman",31-576-8678,320.00,66,Kabasa,Hummus
13-132-4970,"Kalindi Ryman",31-576-8678,168.27,66,Kabasa,Hummus
13-132-4970,"Kalindi Ryman",31-576-8678,190.00,66,Kabasa,Hummus
13-473-0498,"Susie Torrisi",33-930-0109,235.00,37,Carbonara,Olives
13-473-0498,"Susie Torrisi",33-930-0109,225.00,37,Carbonara,Olives
13-473-0498,"Susie Torrisi",33-930-0109,210.00,37,Carbonara,Olives
13-473-0498,"Susie Torrisi",33-930-0109,220.00,37,Carbonara,Olives
13-473-0498,"Susie Torrisi",33-930-0109,235.00,37,Carbonara,Olives
13-473-0498,"Susie Torrisi",33-930-0109,225.00,37,Carbonara,Olives
13-473-0498,"Susie Torrisi",33-930-0109,210.00,37,Carbonara,Olives
13-517-7084,"Linus Greer",85-961-5775,310.00,27,Kabasa,Minestrone
13-517-7084,"Linus Greer",85-961-5775,320.00,27,Kabasa,Minestrone
13-517-7084,"Linus Greer",85-961-5775,168.27,27,Kabasa,Minestrone
13-517-7084,"Linus Greer",85-961-5775,190.00,27,Kabasa,Minestrone
13-517-7084,"Linus Greer",85-961-5775,310.00,27,Kabasa,Minestrone
13-517-7084,"Linus Greer",85-961-5775,320.00,27,Kabasa,Minestrone
13-517-7084,"Linus Greer",85-961-5775,168.27,27,Kabasa,Minestrone
13-517-7084,"Linus Greer",85-961-5775,190.00,27,Kabasa,Minestrone
13-549-8164,"Sindee Drynan",36-505-9404,320.00,1,"Greek salad",Olives
13-549-8164,"Sindee Drynan",36-505-9404,168.27,1,"Greek salad",Olives
13-549-8164,"Sindee Drynan",36-505-9404,190.00,1,"Greek salad",Olives
13-549-8164,"Sindee Drynan",36-505-9404,310.00,1,"Greek salad",Olives
13-549-8164,"Sindee Drynan",36-505-9404,320.00,1,"Greek salad",Olives
13-549-8164,"Sindee Drynan",36-505-9404,168.27,1,"Greek salad",Olives
13-549-8164,"Sindee Drynan",36-505-9404,190.00,1,"Greek salad",Olives
13-549-8164,"Sindee Drynan",36-505-9404,310.00,1,"Greek salad",Olives
13-617-0573,"Jolee Linthead",97-710-0241,235.00,67,Shwarma,Olives
13-617-0573,"Jolee Linthead",97-710-0241,225.00,67,Shwarma,Olives
13-617-0573,"Jolee Linthead",97-710-0241,210.00,67,Shwarma,Olives
13-617-0573,"Jolee Linthead",97-710-0241,220.00,67,Shwarma,Olives
13-617-0573,"Jolee Linthead",97-710-0241,235.00,67,Shwarma,Olives
13-617-0573,"Jolee Linthead",97-710-0241,225.00,67,Shwarma,Olives
13-617-0573,"Jolee Linthead",97-710-0241,210.00,67,Shwarma,Olives
13-641-1831,"Gallagher Benyon",53-763-8296,225.00,54,Carbonara,Hummus
13-641-1831,"Gallagher Benyon",53-763-8296,210.00,54,Carbonara,Hummus
13-641-1831,"Gallagher Benyon",53-763-8296,220.00,54,Carbonara,Hummus
13-641-1831,"Gallagher Benyon",53-763-8296,235.00,54,Carbonara,Hummus
13-641-1831,"Gallagher Benyon",53-763-8296,225.00,54,Carbonara,Hummus
13-641-1831,"Gallagher Benyon",53-763-8296,210.00,54,Carbonara,Hummus
13-641-1831,"Gallagher Benyon",53-763-8296,220.00,54,Carbonara,Hummus
13-641-1831,"Gallagher Benyon",53-763-8296,235.00,54,Carbonara,Hummus
13-838-5377,"Zach Bondley",85-912-4773,225.00,41,"Bean soup",Falafel
13-838-5377,"Zach Bondley",85-912-4773,210.00,41,"Bean soup",Falafel
13-838-5377,"Zach Bondley",85-912-4773,220.00,41,"Bean soup",Falafel
13-838-5377,"Zach Bondley",85-912-4773,235.00,41,"Bean soup",Falafel
13-838-5377,"Zach Bondley",85-912-4773,225.00,41,"Bean soup",Falafel
13-838-5377,"Zach Bondley",85-912-4773,210.00,41,"Bean soup",Falafel
13-838-5377,"Zach Bondley",85-912-4773,220.00,41,"Bean soup",Falafel
13-838-5377,"Zach Bondley",85-912-4773,235.00,41,"Bean soup",Falafel
13-867-0430,"Carol-jean Sodory",71-274-0068,225.00,37,Carbonara,Olives
13-867-0430,"Carol-jean Sodory",71-274-0068,210.00,37,Carbonara,Olives
13-867-0430,"Carol-jean Sodory",71-274-0068,220.00,37,Carbonara,Olives
13-867-0430,"Carol-jean Sodory",71-274-0068,235.00,37,Carbonara,Olives
13-867-0430,"Carol-jean Sodory",71-274-0068,225.00,37,Carbonara,Olives
13-867-0430,"Carol-jean Sodory",71-274-0068,210.00,37,Carbonara,Olives
13-867-0430,"Carol-jean Sodory",71-274-0068,220.00,37,Carbonara,Olives
